SampleID,#chrom1,start1,end1,chrom2,start2,end2,somaticity1,somaticity2,svtype,eventScore,eventSize,eventInversion,evidence1,clonalityRatio1,evidence2,clonalityRatio2,source1,source2,gene1,cancerGene1,nearestCodingGeneUpstream1,nearestCodingGeneUpstreamDistance1,nearestCancerGeneUpstream1,nearestCancerGeneUpstreamDistance1,nearestCodingGeneDownstream1,nearestCodingGeneDownstreamDistance1,nearestCancerGeneDownstream1,nearestCancerGeneDownstreamDistance1,gene2,cancerGene2,nearestCodingGeneUpstream2,nearestCodingGeneUpstreamDistance2,nearestCancerGeneUpstream2,nearestCancerGeneUpstreamDistance2,nearestCodingGeneDownstream2,nearestCodingGeneDownstreamDistance2,nearestCancerGeneDownstream2,nearestCancerGeneDownstreamDistance2,dbSUPERenhancer1,dbSUPERenhancer2,rescuedEnhancerHitCandidate,TADindices,affectedCodingGenesTADestimate,affectedCancerGenesTADestimate,directFusionCandidates,directFusionCandidatesBothCancer,indirectFusionCandidatesLeftCancerRightAny,indirectFusionCandidatesRightCancerLeftAny,indirectFusionCandidatesAny
ICGC_GBM11, 7, 120497960, 120497961, 7, 65009166, 65009167, SOMATIC(0/3261), UNKNOWN(0/3261), INV, 4, 55488794, INV, 10, 0.233, 0, UNKNOWN, 7:65009167_INV|(5_2_3/3), _, TSPAN12_1, ., KCND2, -107576, WNT2, -3534618, ING3, 92843, ING3, 92843, ., ., ZNF92, -143129, PHKG1, -8848478, AC104057.1, 102915, ASL, 531619, ., ., FALSE, 1389_1390_1451_1452_1453, CRCP_PTPRZ1_ERV3-1_ZNF117_AC104057.1_AC008267.1_ZNF92_ZNF273_GUSB_CPED1_KCND2_TSPAN12_ASL_ANKRD7_AASS_TPST1_VKORC1L1_ING3_WNT16_AC068533.7_FAM3C, ASL_ING3_WNT16, TSPAN12-(TRUNC), ., ~WNT2/~ING3-~ZNF92/~AC104057.1, TSPAN12-~PHKG1/~ASL, TSPAN12-~ZNF92/~AC104057.1
ICGC_GBM11, 18, 43194887, 43194888, 18, 40182903, 40182904, SOMATIC(0/3261), UNKNOWN(0/3261), DEL, 4, 3011984, NORMAL, 5, 0.104, 0, UNKNOWN, 18:40182904|(1_1_3/8), _, SLC14A2_3, ., SETBP1, -546413, SETBP1, -546413, SLC14A1, 109205, EPG5, 232687, LINC00907_intron20, ., PIK3C3, -515110, PIK3C3, -515110, RIT2, 140289, RIT2, 140289, ., ., FALSE, 2713_2714_2715, PIK3C3_SIGLEC15_SLC14A2_SLC14A1_EPG5_SETBP1_RIT2_HAUS1_PSTPIP2_SYT4_ATP5A1, PIK3C3_EPG5_SETBP1_SYT4_RIT2, SLC14A2-LINC00907, ., ~SETBP1/~EPG5-LINC00907, SLC14A2-~PIK3C3/~RIT2, SLC14A2-LINC00907
ICGC_GBM11, 6, 26001233, 26001234, 6, 37224920, 37224921, SOMATIC(0/3261), SOMATIC(0/3261), DUP, 5, 11223687, NORMAL, 16, 0.267, 16, 0.291, 6:37224921|(6_4_6/6), |6:26001234(4_4_8/8), U91328.19_2, ., TRIM38, -13850, HIST1H2BA, -273661, HIST1H1A, 16027, HIST1H3A, 19485, TMEM217_intron1, ., PIM1, -81719, PIM1, -81719, TBC1D22B, 628, RNF8, 96828, ., SE_38259_SE_25491, FALSE, 1164_1165_1166_1179_1180_1181, DNAH8_HIST1H4D_SCGN_ZNF322_MTCH1_HIST1H2AD_HIST1H1A_HIST1H2AB_LRRC16A_HMGN4_C6orf89_BTN3A2_SRSF3_ETV7_HIST1H4C_HIST1H1D_HIST1H4B_HIST1H4A_HIST1H3F_HIST1H2AC_HIST1H4H_HIST1H2AA_HIST1H3B_BTN3A1_TBC1D22B_STK38_HIST1H2AG_CCDC167_SLC17A4_HIST1H2BI_MDGA1_PNPLA1_HIST1H2BC_HIST1H3C_HIST1H2BJ_HIST1H2AE_BTN2A1_HIST1H4E_HIST1H1E_SLC17A1_PI16_SLC17A2_HIST1H2BG_HIST1H3E_TRIM38_HFE_BTN2A2_HIST1H1T_HIST1H2AH_BTN3A3_HIST1H2BE_PXT1_TMEM217_GLO1_SLC17A3_HIST1H2BF_ABT1_HIST1H2BK_COX6A1P2_PPIL1_HIST1H4I_ZFAND3_RNF8_HIST1H2BA_CMTR1_BTN1A1_HIST1H4F_CPNE5_RAB44_HIST1H2BD_PIM1_HIST1H3A_HIST1H1C_KCTD20_HIST1H2BH_HIST1H3D_CDKN1A_C6orf222_BTBD9_HIST1H2BB_HIST1H4G_FGD2_HIST1H3G, HIST1H4D_HIST1H2AD_SRSF3_HMGN4_ETV7_HIST1H4C_HIST1H1D_HIST1H4B_HIST1H4A_HIST1H3F_HIST1H4H_HIST1H2AC_HIST1H3B_HIST1H2AG_HIST1H2BI_HIST1H2BC_HIST1H3C_HIST1H2BJ_HIST1H4E_HIST1H1E_HIST1H2BG_HIST1H3E_HIST1H2BE_HIST1H2BF_HIST1H2BK_HIST1H4I_RNF8_HIST1H2BA_HIST1H4F_PIM1_HIST1H2BD_HIST1H3A_HIST1H1C_HIST1H2BH_HIST1H3D_CDKN1A_HIST1H2BB_HIST1H4G_HIST1H3G, U91328.19-TMEM217, ., ~HIST1H2BA/~HIST1H3A-TMEM217, U91328.19-~PIM1/~RNF8, U91328.19-TMEM217
ICGC_GBM11, 6, 73907625, 73907626, 6, 73925031, 73925032, SOMATIC(0/3261), SOMATIC(0/3261), DUP, 5, 17406, NORMAL, 15, 0.306, 13, 0.283, 6:73925032|(3_5_7/11), |6:73907626(4_2_7/7), KCNQ5_20, ., RIMS1, -794781, RIMS1, -794781, RP11-257K9.8, 11844, EEF1A1, 317848, RP11-257K9.8_intron7, ., KCNQ5, -16458, RIMS1, -812187, KHDC1L, 8236, EEF1A1, 300442, ., ., FALSE, 1216, KCNQ5_KHDC1L_EEF1A1_RP11-257K9.8_SLC17A5_DPPA5_OOEP_MTO1_RIMS1_DDX43_MB21D1_KHDC3L_KHDC1, SLC17A5_RIMS1_EEF1A1, KCNQ5-RP11-257K9.8, ., ~RIMS1/~EEF1A1-RP11-257K9.8, KCNQ5-~RIMS1/~EEF1A1, KCNQ5-RP11-257K9.8
ICGC_GBM11, 6, 73907739, 73907740, 6, 73925031, 73925032, SOMATIC(0/3261), SOMATIC(0/3261), TRA, 5, 17292, NORMAL, 10, 0.208, 13, 0.283, |6:73924881-73924948(3_1_6/13), |6:73907626(4_2_7/7), KCNQ5_20, ., RIMS1, -794895, RIMS1, -794895, RP11-257K9.8, 11730, EEF1A1, 317734, RP11-257K9.8_intron7, ., KCNQ5, -16458, RIMS1, -812187, KHDC1L, 8236, EEF1A1, 300442, ., ., FALSE, 1216, KCNQ5_KHDC1L_EEF1A1_RP11-257K9.8_SLC17A5_DPPA5_OOEP_MTO1_RIMS1_DDX43_MB21D1_KHDC3L_KHDC1, SLC17A5_RIMS1_EEF1A1, KCNQ5-RP11-257K9.8, ., ~RIMS1/~EEF1A1-RP11-257K9.8, KCNQ5-~RIMS1/~EEF1A1, KCNQ5-RP11-257K9.8
ICGC_GBM11, 6, 73907975, 73907976, 6, 73939500, 73939501, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 31525, INV, 14, 0.280, 15, 0.294, 6:73939501_INV|(3_2_9/9), 6:73907976_INV|(3_3_9/9), KCNQ5_20, ., RIMS1, -795131, RIMS1, -795131, RP11-257K9.8, 11494, EEF1A1, 317498, RP11-257K9.8_intron3, ., KHDC1L, -4008, RIMS1, -826656, KHDC1, 11537, EEF1A1, 285973, ., ., FALSE, 1216, KCNQ5_KHDC1L_EEF1A1_RP11-257K9.8_SLC17A5_DPPA5_OOEP_MTO1_RIMS1_DDX43_MB21D1_KHDC3L_KHDC1, SLC17A5_RIMS1_EEF1A1, KCNQ5-RP11-257K9.8, ., ~RIMS1/~EEF1A1-RP11-257K9.8, KCNQ5-~RIMS1/~EEF1A1, KCNQ5-RP11-257K9.8
ICGC_GBM11, 7, 50513965, 50513966, 7, 88454266, 88454267, SOMATIC(0/3261), SOMATIC(0/3261), DUP, 5, 37940301, NORMAL, 17, 0.221, 21, 0.269, 7:88454267|(4_2_11/11), |7:50513966(3_5_13/13), FIGNL1_5, FIGNL1, IKZF1, -41167, IKZF1, -41167, DDC, 12169, GRB10, 143795, ZNF804B_intron2, ZNF804B, C7orf62, -29232, DBF4, -915411, STEAP1, 1329423, CDK14, 1641472, ., ., FALSE, 1376_1377_1416_1417, ABCB4_CROT_STEAP1_SLC25A40_IKZF1_DDC_RUNDC3B_ABCB1_STEAP2_FIGNL1_STEAP4_DBF4_SRI_ADAM22_GRB10_ZNF804B_COBL_C7orf62_C7orf72_ZPBP, ABCB4_IKZF1_ABCB1_FIGNL1_DBF4_ZNF804B_GRB10, FIGNL1-ZNF804B, FIGNL1-ZNF804B, FIGNL1-ZNF804B, FIGNL1-ZNF804B, FIGNL1-ZNF804B
ICGC_GBM11, 7, 50514425, 50514426, 7, 139046040, 139046041, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 88531615, INV, 16, 0.193, 17, 0.288, |7:139046041_INV(6_2_8/8), |7:50514426_INV(4_4_9/9), FIGNL1_5, FIGNL1, IKZF1, -41627, IKZF1, -41627, DDC, 11709, GRB10, 143335, C7orf55-LUC7L2_intron4, LUC7L2, C7orf55, -14976, KIAA1549, -379977, KLRG2, 91396, JHDM1D, 738506, ., SE_21382_SE_19035_SE_19734_SE_13253_SE_15149_SE_13656, FALSE, 1376_1377_1472_1473, SLC37A3_IKZF1_CLEC2L_KLRG2_FIGNL1_PARP12_ZC3HAV1_COBL_C7orf55_MKRN1_TBXAS1_DENND2A_LUC7L2_C7orf55-LUC7L2_ATP6V0A4_ZC3HAV1L_AKR1D1_DDC_TRIM24_TMEM213_C7orf72_JHDM1D_ZPBP_RAB19_KIAA1549_UBN2_SVOPL_HIPK2_GRB10_TTC26, LUC7L2_IKZF1_TRIM24_KIAA1549_FIGNL1_GRB10_JHDM1D, FIGNL1-C7orf55-LUC7L2, FIGNL1-LUC7L2, FIGNL1-C7orf55-LUC7L2, FIGNL1-LUC7L2, FIGNL1-C7orf55-LUC7L2
ICGC_GBM11, 7, 99773460, 99773461, 7, 10148, 10149, SOMATIC(0/3261), UNKNOWN(0/3261), INV, 4, 99763312, INV, 10, 0.185, 0, UNKNOWN, 7:10149_INV|(4_3_3/7), _, GPC2_3, ., GAL3ST4, -7088, LAMTOR4, -19894, STAG3, 1726, PVRIG, 42404, ., ., , ., ., -1, FAM20C, 182821, PDGFA, 526747, ., ., FALSE, 1322_1427_1428_1429, GET4_C7orf43_AP4M1_SAP25_ATP5J2_ZSCAN25_GS1-259H13.10_HEATR2_UNCX_CPSF4_C7orf50_ELFN1_NUDT1_PTCD1_GPER1_TMEM184A_STAG3_CYP2W1_TRIM4_GPR146_FTSJ2_SNX8_INTS1_AC187652.1_TMEM130_MBLAC1_AC110781.3_PILRA_ZCWPW1_PSMG3_ATP5J2-PTCD1_AC074389.6_PVRIG_TSC22D4_AC145676.2_MEPCE_EIF3B_MAD1L1_SUN1_AGFG2_FAM200A_CYP3A43_GATS_COPS6_PCOLCE_CNPY4_PPP1R35_FBXO24_NYAP1_ZNF655_MCM7_AZGP1_ZKSCAN5_ZKSCAN1_LRCH4_PDGFA_AC073063.1_OR2AE1_GPC2_KPNA7_COX19_C7orf61_MAFK_MICALL2_CYP3A4_TRRAP_ZFAND2A_PRKAR1B_ZNF394_ZNF789_ZSCAN21_ZNF3_GJC3_BUD31_PILRB_SMURF1_ARPC1B_CYP3A7_CHST12_FAM20C_PDAP1_ADAP1_TAF6_GAL3ST4_SPDYE3_CYP3A5_LAMTOR4_ARPC1A, CYP3A4_COPS6_TAF6_TRRAP_CYP3A43_SMURF1_MCM7_CYP3A5_PRKAR1B_MAD1L1_LAMTOR4_CYP3A7_PVRIG_GPER1_ZCWPW1_MIR25_PMS2P1_SAP25_MIR106B_PDGFA, GPC2-(TRUNC), ., ~LAMTOR4/~PVRIG-/~FAM20C, GPC2-/~PDGFA, GPC2-/~FAM20C
ICGC_GBM11, 7, 120497960, 120497961, 7, 65009166, 65009167, SOMATIC(0/3261), UNKNOWN(0/3261), INV, 4, 55488794, INV, 10, 0.233, 0, UNKNOWN, 7:65009167_INV|(5_2_3/3), _, TSPAN12_1, ., KCND2, -107576, WNT2, -3534618, ING3, 92843, ING3, 92843, ., ., ZNF92, -143129, PHKG1, -8848478, AC104057.1, 102915, ASL, 531619, ., ., FALSE, 1389_1390_1451_1452_1453, CRCP_PTPRZ1_ERV3-1_ZNF117_AC104057.1_AC008267.1_ZNF92_ZNF273_GUSB_CPED1_KCND2_TSPAN12_ASL_ANKRD7_AASS_TPST1_VKORC1L1_ING3_WNT16_AC068533.7_FAM3C, ASL_ING3_WNT16, TSPAN12-(TRUNC), ., ~WNT2/~ING3-~ZNF92/~AC104057.1, TSPAN12-~PHKG1/~ASL, TSPAN12-~ZNF92/~AC104057.1
ICGC_GBM11, 18, 43194887, 43194888, 18, 40182903, 40182904, SOMATIC(0/3261), UNKNOWN(0/3261), DEL, 4, 3011984, NORMAL, 5, 0.104, 0, UNKNOWN, 18:40182904|(1_1_3/8), _, SLC14A2_3, ., SETBP1, -546413, SETBP1, -546413, SLC14A1, 109205, EPG5, 232687, LINC00907_intron20, ., PIK3C3, -515110, PIK3C3, -515110, RIT2, 140289, RIT2, 140289, ., ., FALSE, 2713_2714_2715, PIK3C3_SIGLEC15_SLC14A2_SLC14A1_EPG5_SETBP1_RIT2_HAUS1_PSTPIP2_SYT4_ATP5A1, PIK3C3_EPG5_SETBP1_SYT4_RIT2, SLC14A2-LINC00907, ., ~SETBP1/~EPG5-LINC00907, SLC14A2-~PIK3C3/~RIT2, SLC14A2-LINC00907
ICGC_GBM30, 5, 11508486, 11508487, 5, 11508630, 11508631, SOMATIC(1/3261), SOMATIC(0/3261), INV, 5, 144, INV, 3, 0.071, 3, 0.077, 5:11508631_INV|(1_2_0/0), 5:11508487_INV|(1_2_0/0), CTNND2_6, ., DAP, -747103, CCT5, -1241963, DNAH5, 2181954, TRIO, 2635325, CTNND2_intron5, ., DAP, -747247, CCT5, -1242107, DNAH5, 2181810, TRIO, 2635181, ., ., FALSE, 957, CTNND2, ., CTNND2_6-CTNND2_intron5, ., ~CCT5/-CTNND2, CTNND2-~CCT5/, .
ICGC_GBM30, 11, 105891744, 105891745, 11, 105891842, 105891843, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 98, INV, 3, 0.120, 3, 0.062, |11:105891843_INV(1_2_0/0), |11:105891745_INV(1_2_0/0), MSANTD4_1, ., GRIA4, -38926, CASP1, -919587, KBTBD3, 30081, GUCY1A2, 652994, MSANTD4_1, ., GRIA4, -39024, CASP1, -919685, KBTBD3, 29983, GUCY1A2, 652896, ., ., FALSE, 2038_2039, GUCY1A2_MSANTD4_CASP1_CARD16_CASP12_CWF19L2_KBTBD3_GRIA4_AASDHPPT_CARD17_CARD18_CASP4_ALKBH8_CASP5, CASP12_GUCY1A2_CASP1_CASP5, ., ., ~CASP1/~GUCY1A2-MSANTD4, MSANTD4-~CASP1/~GUCY1A2, .
ICGC_GBM30, 5, 11508486, 11508487, 5, 11508630, 11508631, SOMATIC(1/3261), SOMATIC(0/3261), INV, 5, 144, INV, 3, 0.071, 3, 0.077, 5:11508631_INV|(1_2_0/0), 5:11508487_INV|(1_2_0/0), CTNND2_6, ., DAP, -747103, CCT5, -1241963, DNAH5, 2181954, TRIO, 2635325, CTNND2_intron5, ., DAP, -747247, CCT5, -1242107, DNAH5, 2181810, TRIO, 2635181, ., ., FALSE, 957, CTNND2, ., CTNND2_6-CTNND2_intron5, ., ~CCT5/-CTNND2, CTNND2-~CCT5/, .
ICGC_GBM30, 11, 105891744, 105891745, 11, 105891842, 105891843, SOMATIC(0/3261), SOMATIC(0/3261), INV, 5, 98, INV, 3, 0.120, 3, 0.062, |11:105891843_INV(1_2_0/0), |11:105891745_INV(1_2_0/0), MSANTD4_1, ., GRIA4, -38926, CASP1, -919587, KBTBD3, 30081, GUCY1A2, 652994, MSANTD4_1, ., GRIA4, -39024, CASP1, -919685, KBTBD3, 29983, GUCY1A2, 652896, ., ., FALSE, 2038_2039, GUCY1A2_MSANTD4_CASP1_CARD16_CASP12_CWF19L2_KBTBD3_GRIA4_AASDHPPT_CARD17_CARD18_CASP4_ALKBH8_CASP5, CASP12_GUCY1A2_CASP1_CASP5, ., ., ~CASP1/~GUCY1A2-MSANTD4, MSANTD4-~CASP1/~GUCY1A2, .
ICGC_GBM7, 14, 21516440, 21516441, 19, 21080032, 21080033, SOMATIC(0/3261), SOMATIC(0/3261), TRA, 5, NA, INV, 26, 0.542, 30, 0.312, |19:21080033_INV(6_3_17/17), |14:21516441_INV(5_5_20/20), NDRG2_2, ., RNASE7, -4048, APEX1, -590514, RNASE8, 9541, ZNF219, 41765, ., ., ZNF66, -88111, LPAR2, -1340294, ZNF85, 25996, ZNF208, 1035728, ., ., FALSE, 2314_2315_2316_2317_2773_2774_2775, TRAJ53_TTC5_MEF2B_OR10G3_ZNF429_TRAJ61_TRAV3_NCAN_TRAV6_TRAV16_OR11H12_OR4Q3_TRAV7_OR11H6_ZNF506_RNASE1_ZNF14_TRDV3_ZNF208_METTL17_KLHL33_TRAV8-3_TRAV26-2_TRAV5_ZNF66_AL163636.6_TRAV21_TRAV12-2_ZNF493_ZNF43_ANG_EDDM3A_OR4N2_ZNF85_RAB2B_CILP2_ZNF626_METTL3_NR2C2AP_OR4L1_TRAV25_TRAV30_TRAV18_TRAV40_TRAV9-1_RNASE3_AC007204.1_RNASE8_PNP_TRAV34_ARHGEF40_TOX4_TRAV8-4_TRAJ52_NDRG2_OSGEP_RNASE11_OR5AU1_RNASE6_TRAV38-2DV8_ZNF253_OR4N5_POTEG_TRDJ3_TM6SF2_RNASE10_TRAV20_SUPT16H_TRAV38-1_TRAJ57_ZNF93_RNASE2_TRAJ56_TRAJ58_TRAV29DV5_TRDV2_OR4K2_NDUFA13_TRAV2_TRDD1_TRAV22_RFXANK_ZNF737_TPPP2_SLC39A2_CTD-2561J22.3_TRAV9-2_TR.locus_TRAV8-1_TMEM253_TRAV13-2_GMIP_TRAV8-7_TRAV1-1_TRAV12-1_TRAV24_ZNF682_ZNF100_CCNB1IP1_RNASE9_TRAV8-6_ZNF101_TRDD2_SUGP1_POTEM_TRAV35_RNASE12_OR10G2_TRAV13-1_EDDM3B_HNRNPC_ZNF430_RPGRIP1_YJEFN3_OR4K15_SALL2_TRAV19_RNASE4_OR4K1_APEX1_ZNF486_OR4E2_OR4M1_TRAV17_MEF2BNB-MEF2B_TRAV27_TSSK6_OR11G2_TRDD3_ZNF431_TRAV39_TRAJ49_TRAV10_TRAV23DV6_RNASE13_CHD8_OR11H4_TRAV41_ARMC6_PARP2_ZNF714_MEF2BNB_LPAR2_RP11-998D10.1_TEP1_SLC25A42_ZNF708_TRDJ4_CTC-260F20.3_ZNF90_ZNF219_TRDC_TRAV1-2_TRAV12-3_TRAV14DV4_OR4K17_TRDJ2_TRAV4_OR4K5_TRAJ50_ZNF738_MAU2_TRAV26-1_TRAJ48_TMEM161A_HAPLN4_ATP13A1_TRDJ1_TMEM55B_OR6S1_TRAV36DV7_GATAD2A_RNASE7_TRDV1_SUGP2_OR4K13_TRAV8-2_PBX4_TRAJ54_OR4K14_TRAJ59, ZNF219_MEF2B_TSSK6_METTL3_PARP2_TR.locus_APEX1_ZNF208_LPAR2_OR4N2_CHD8_GATAD2A_CCNB1IP1_SUPT16H, NDRG2-(TRUNC), ., ~APEX1/~ZNF219-~ZNF66/~ZNF85, NDRG2-~LPAR2/~ZNF208, NDRG2-~ZNF66/~ZNF85
ICGC_GBM7, 14, 22164517, 22164518, 19, 1891687, 1891688, SOMATIC(0/3261), SOMATIC(0/3261), TRA, 5, NA, INV, 105, 0.719, 133, 0.853, |19:1891688_INV(28_11_66/68), |14:22164518_INV(27_22_84/96), TR.locus, TR.locus, OR4E2, -30280, METTL3, -185001, TRAV2, 16027, OXA1L, 1071214, ., ., ABHD17A, -6142, REXO1, -43236, SCAMP4, 13526, CSNK1G2, 49501, ., SE_16076_SE_20207_SE_16627_SE_22168_SE_18006_SE_21628_SE_22514_SE_17066_SE_20804, FALSE, 2315_2316_2317_2318_2752_2753, TRAJ34_TRAJ53_TTC5_AC004528.1_OR10G3_ZNF57_TRAJ43_CDH24_TRAJ2_PCSK4_ZNF556_DOT1L_TRAJ61_TRAV3_PRTN3_TRAV6_TRAV16_PPAP2C_REEP6_TRAV7_OR11H6_TRAJ40_CEBPE_TRAJ33_IZUMO4_RNASE1_TRAJ22_STK11_TRDV3_LMNB2_MRPL52_METTL17_HMHA1_GNA15_TRAJ44_KLHL33_TRAV8-3_TRAV26-2_TRAV5_ARID3A_RNF126_AL163636.6_TRAJ37_TRAV21_TRAV12-2_TRAJ18_MOB3A_ABHD4_ANG_TRAJ36_EDDM3A_C19orf35_SGTA_TRAJ23_TRAJ17_ABHD17A_TRAJ12_TRAJ8_RAB2B_TRAJ32_PSMB5_PALM_TRAJ24_PRSS57_METTL3_TIMM13_TRAV25_RPS15_ATP5D_DOHH_TRAV30_TRAV18_TRAV40_C19orf26_TRAV9-1_RNASE3_AC006538.4_ODF3L2_RNASE8_TRAJ5_PNP_TRAV34_ARHGEF40_TOX4_TRAC_TRAV8-4_TRAJ52_R3HDM4_NDRG2_CDC34_PRMT5_TRAJ13_HAUS4_OSGEP_RNASE11_OR5AU1_PTBP1_NCLN_RNASE6_TRAV38-2DV8_OR4N5_TRDJ3_MMP14_RNASE10_KLF16_TRAV20_HMG20B_CACTIN_SUPT16H_TRAV38-1_TRAJ57_MEX3D_RNASE2_TRAJ56_TRAJ7_CFD_TRAJ58_TRAV29DV5_TRDV2_GADD45B_TRAV2_TRDD1_TRAV22_WDR18_TBXA2R_BTBD2_TPPP2_TRAJ10_SLC39A2_AMH_TRAV9-2_LSM7_TR.locus_TRAV8-1_TMEM253_TRAV13-2_TRAJ30_ABCA7_TRAV8-7_TPGS1_TRAV1-1_TRAV12-1_TRAV24_TCF3_SCAMP4_MED16_ACIN1_CCNB1IP1_TLE2_RNASE9_TRAV8-6_ADAT3_TRDD2_OXA1L_PSMB11_C19orf25_TRAV35_TRAJ19_GNG7_OR4F17_RNASE12_OR10G2_TRAV13-1_EDDM3B_HNRNPC_TRAJ3_JSRP1_SLC39A3_RPGRIP1_AL135998.1_TRAJ27_DAD1_SALL2_TRAJ21_TRAJ6_TMPRSS9_DAZAP1_TRAV19_RNASE4_ZNF554_APEX1_ZNF555_TRAJ4_KISS1R_AES_CELF5_FGF22_PIP5K1C_OR4E2_AE000662.92_TLE6_LINGO3_GRIN3B_GIPC3_TRAV17_TRAV27_ZNF77_OR11G2_TRDD3_TRAJ14_C2CD4C_SLC7A7_TRAV39_TRAJ49_TRAV10_TRAV23DV6_RNASE13_CHD8_SHC2_HCN2_OR11H4_TRAV41_AJUBA_RBM23_TRAJ11_GPX4_MFSD12_PARP2_PLEKHJ1_TRAJ25_C19orf77_C14orf119_TRAJ39_SLC7A8_LRP10_RP11-998D10.1_TRAJ41_TEP1_TRAJ26_REXO1_CSNK1G2_TRDJ4_THEG_TRAJ20_ATP8B3_ZNF219_TRDC_REM2_TRAV1-2_TRAV12-3_TRAV14DV4_TRAJ46_OR6J1_TRDJ2_C19orf24_TRAJ45_PLK5_TRAV4_MKNK2_GAMT_TRAJ38_RP11-298I3.5_TRAJ31_GZMM_MUM1_TRAJ50_ONECUT3_APC2_AC027307.3_C19orf71_LPPR3_MIDN_TRAV26-1_SF3A2_TRAJ48_MISP_AZU1_AP3D1_C14orf93_TRAJ29_TRAJ47_NDUFS7_ADAMTSL5_CNN2_TRDJ1_GNA11_DIRAS1_TRAJ16_MADCAM1_EFNA2_TRAJ35_TRAJ42_MIER2_TMEM55B_THOP1_OR6S1_TRAV36DV7_TRAJ28_FSTL3_ELANE_TRAJ1_S1PR4_POLR2E_OAZ1_CIRBP_RNASE7_TRDV1_TRAJ9_UQCR11_TMEM259_BSG_TRAV8-2_MBD3_TRAJ54_POLRMT_SBNO2_FZR1_TRAJ59_NFIC, ZNF219_OXA1L_GNG7_CDH24_PRMT5_DOT1L_MKNK2_DAZAP1_CEBPE_MUM1_STK11_APC2_APEX1_LMNB2_MMP14_GNA15_FGF22_PIP5K1C_HMG20B_SUPT16H_GNA11_C2CD4C_EFNA2_ELANE_GADD45B_SHC2_CHD8_FSTL3_PSMB5_S1PR4_AJUBA_AMH_METTL3_PARP2_TR.locus_ABCA7_MBD3_REXO1_CSNK1G2_TCF3_FZR1_CCNB1IP1_C19orf26_TLE2, TR.locus-(TRUNC), TR.locus-(TRUNC), TR.locus-~ABHD17A/~SCAMP4, TR.locus-~REXO1/~CSNK1G2, TR.locus-~ABHD17A/~SCAMP4
